OBJECTID,wiregrass,GPSTime,DDLat,DDLong,Northing,Easting,Horiz_Veg,Site,Burn
1,n,8:55:16,31.263927,-84.469178,3464046.892,169633.102,20,Joseph_Road,Pre-Burn
2,n,8:56:56,31.263897,-84.469036,3464043.118,169646.576,45,Joseph_Road,Pre-Burn
3,n,9:04:38,31.263905,-84.468827,3464043.361,169666.497,35,Joseph_Road,Pre-Burn
4,n,9:05:48,31.263887,-84.468741,3464041.145,169674.61,40,Joseph_Road,Pre-Burn
5,n,9:07:01,31.263926,-84.468631,3464045.17,169685.243,55,Joseph_Road,Pre-Burn
6,n,9:08:30,31.263913,-84.46851,3464043.285,169696.667,45,Joseph_Road,Pre-Burn
7,n,9:11:13,31.263934,-84.468359,3464045.196,169711.18,65,Joseph_Road,Pre-Burn
8,n,9:12:46,31.263948,-84.468212,3464046.34,169725.234,25,Joseph_Road,Pre-Burn
9,n,9:14:28,31.263962,-84.467952,3464047.101,169750.064,25,Joseph_Road,Pre-Burn
10,n,9:17:31,31.263964,-84.467807,3464046.918,169763.838,100,Joseph_Road,Pre-Burn
11,n,9:19:18,31.263936,-84.467642,3464043.236,169779.511,100,Joseph_Road,Pre-Burn
12,n,Auto,31.263951,-84.467443,3464044.368,169798.469,100,Joseph_Road,Pre-Burn
13,n,Auto,31.263954,-84.467214,3464043.99,169820.385,100,Joseph_Road,Pre-Burn
14,n,Auto,31.263952,-84.467039,3464043.235,169837.011,100,Joseph_Road,Pre-Burn
15,n,9:24:28,31.263929,-84.466863,3464040.151,169853.683,40,Joseph_Road,Pre-Burn
16,n,9:25:23,31.263964,-84.466729,3464043.615,169866.548,20,Joseph_Road,Pre-Burn
17,n,9:26:24,31.263967,-84.466588,3464043.563,169880.038,30,Joseph_Road,Pre-Burn
18,n,9:27:54,31.263951,-84.466427,3464041.268,169895.291,25,Joseph_Road,Pre-Burn
19,n,9:29:27,31.263982,-84.466216,3464044.148,169915.576,10,Joseph_Road,Pre-Burn
20,n,9:30:35,31.263997,-84.465994,3464045.107,169936.756,60,Joseph_Road,Pre-Burn
21,n,9:31:59,31.263972,-84.46577,3464041.655,169958.037,60,Joseph_Road,Pre-Burn
22,n,9:33:16,31.264011,-84.465561,3464045.319,169978.002,45,Joseph_Road,Pre-Burn
23,n,9:35:35,31.264026,-84.465305,3464046.253,170002.46,45,Joseph_Road,Pre-Burn
24,n,9:37:13,31.263997,-84.465095,3464042.378,170022.379,50,Joseph_Road,Pre-Burn
25,n,9:38:47,31.264021,-84.464823,3464044.295,170048.442,65,Joseph_Road,Pre-Burn
26,n,9:39:54,31.264037,-84.464634,3464045.443,170066.424,77.5,Joseph_Road,Pre-Burn
27,n,9:41:09,31.263984,-84.464464,3464039.026,170082.441,55,Joseph_Road,Pre-Burn
28,n,9:42:15,31.264017,-84.46433,3464042.316,170095.36,77.5,Joseph_Road,Pre-Burn
29,n,9:44:02,31.264019,-84.464223,3464042.25,170105.566,35,Joseph_Road,Pre-Burn
30,n,9:45:06,31.264037,-84.464079,3464043.794,170119.305,5,Joseph_Road,Pre-Burn
31,n,9:52:58,31.263732,-84.464115,3464010.05,170114.863,45,Joseph_Road,Pre-Burn
32,n,9:54:16,31.263714,-84.464344,3464008.736,170092.928,70,Joseph_Road,Pre-Burn
33,n,9:54:56,31.263691,-84.464536,3464006.812,170074.62,70,Joseph_Road,Pre-Burn
34,n,9:56:16,31.263709,-84.46477,3464009.532,170052.34,70,Joseph_Road,Pre-Burn
35,n,9:58:02,31.263706,-84.465124,3464010.161,170018.603,70,Joseph_Road,Pre-Burn
36,n,9:59:16,31.263689,-84.465386,3464009.108,169993.603,47.5,Joseph_Road,Pre-Burn
37,n,10:00:20,31.263679,-84.465621,3464008.691,169971.213,45,Joseph_Road,Pre-Burn
38,n,10:01:43,31.263679,-84.465832,3464009.303,169951.035,70,Joseph_Road,Pre-Burn
39,n,10:03:06,31.263684,-84.46607,3464010.552,169928.392,45,Joseph_Road,Pre-Burn
40,n,10:04:30,31.263644,-84.466437,3464007.226,169893.258,35,Joseph_Road,Pre-Burn
41,n,10:05:49,31.26364,-84.466738,3464007.715,169864.604,30,Joseph_Road,Pre-Burn
42,n,10:07:10,31.263634,-84.466949,3464007.693,169844.483,55,Joseph_Road,Pre-Burn
43,n,10:08:42,31.263627,-84.467155,3464007.565,169824.787,60,Joseph_Road,Pre-Burn
44,n,10:11:03,31.263618,-84.467336,3464007.122,169807.526,60,Joseph_Road,Pre-Burn
45,n,10:12:38,31.263637,-84.467485,3464009.605,169793.394,5,Joseph_Road,Pre-Burn
46,n,10:13:54,31.263635,-84.46766,3464009.944,169776.751,15,Joseph_Road,Pre-Burn
47,n,10:14:55,31.263647,-84.467843,3464011.857,169759.369,40,Joseph_Road,Pre-Burn
48,n,10:16:04,31.263602,-84.468094,3464007.61,169735.29,45,Joseph_Road,Pre-Burn
49,n,10:17:05,31.263587,-84.468362,3464006.758,169709.686,10,Joseph_Road,Pre-Burn
50,n,10:18:10,31.263592,-84.468602,3464007.979,169686.793,45,Joseph_Road,Pre-Burn
51,y,10:19:25,31.263584,-84.468859,3464007.818,169662.302,25,Joseph_Road,Pre-Burn
52,n,10:20:32,31.263576,-84.469031,3464007.55,169645.909,15,Joseph_Road,Pre-Burn
53,y,10:35:09,31.263253,-84.46881,3463971.018,169665.861,15,Joseph_Road,Pre-Burn
54,y,10:36:21,31.263281,-84.468582,3463973.462,169687.653,25,Joseph_Road,Pre-Burn
55,y,10:42:41,31.263296,-84.468364,3463974.422,169708.493,55,Joseph_Road,Pre-Burn
56,y,10:43:57,31.2633,-84.468145,3463974.214,169729.326,10,Joseph_Road,Pre-Burn
57,y,10:45:59,31.263286,-84.467991,3463972.23,169743.986,5,Joseph_Road,Pre-Burn
58,y,10:46:56,31.263295,-84.467742,3463972.476,169767.735,15,Joseph_Road,Pre-Burn
59,n,10:48:02,31.263322,-84.46757,3463974.95,169784.231,15,Joseph_Road,Pre-Burn
60,n,10:49:46,31.263332,-84.467243,3463975.073,169815.444,30,Joseph_Road,Pre-Burn
61,y,10:52:09,31.263334,-84.466996,3463974.502,169838.961,15,Joseph_Road,Pre-Burn
62,y,10:53:59,31.263339,-84.466771,3463974.434,169860.426,20,Joseph_Road,Pre-Burn
63,y,10:54:54,31.263334,-84.466534,3463973.148,169883.017,20,Joseph_Road,Pre-Burn
64,y,10:56:16,31.263339,-84.466309,3463973.065,169904.443,25,Joseph_Road,Pre-Burn
65,y,10:57:26,31.263338,-84.466102,3463972.273,169924.187,35,Joseph_Road,Pre-Burn
66,n,10:59:18,31.263367,-84.465799,3463974.611,169953.16,40,Joseph_Road,Pre-Burn
67,n,11:00:25,31.263359,-84.46562,3463973.234,169970.129,40,Joseph_Road,Pre-Burn
68,n,11:02:14,31.263392,-84.465411,3463976.195,169990.205,45,Joseph_Road,Pre-Burn
69,y,11:03:40,31.263388,-84.46513,3463974.949,170016.892,55,Joseph_Road,Pre-Burn
70,y,11:05:12,31.263397,-84.464894,3463975.241,170039.462,25,Joseph_Road,Pre-Burn
71,n,11:09:01,31.263375,-84.464666,3463972.107,170061.138,35,Joseph_Road,Pre-Burn
72,n,11:11:17,31.263401,-84.464435,3463974.285,170083.239,80,Joseph_Road,Pre-Burn
73,n,11:12:42,31.263409,-84.464262,3463974.696,170099.703,5,Joseph_Road,Pre-Burn
74,n,11:14:24,31.263427,-84.464187,3463976.509,170106.888,25,Joseph_Road,Pre-Burn
75,n,11:15:16,31.26338,-84.464078,3463970.919,170117.192,15,Joseph_Road,Pre-Burn
76,n,11:22:13,31.262767,-84.464132,3463903.116,170109.858,35,Joseph_Road,Pre-Burn
77,n,11:23:56,31.262767,-84.464307,3463903.619,170093.17,55,Joseph_Road,Pre-Burn
78,y,11:25:09,31.262763,-84.464498,3463903.721,170074.969,20,Joseph_Road,Pre-Burn
79,y,11:26:31,31.262753,-84.464774,3463903.443,170048.636,25,Joseph_Road,Pre-Burn
80,y,11:27:57,31.262754,-84.465114,3463904.636,170016.231,30,Joseph_Road,Pre-Burn
81,y,11:28:48,31.262732,-84.465315,3463902.75,169997,25,Joseph_Road,Pre-Burn
82,y,11:30:28,31.262742,-84.4655,3463904.361,169979.42,15,Joseph_Road,Pre-Burn
83,y,11:31:24,31.262738,-84.465761,3463904.743,169954.5,15,Joseph_Road,Pre-Burn
84,y,11:32:33,31.26272,-84.466006,3463903.472,169931.186,20,Joseph_Road,Pre-Burn
85,y,11:33:26,31.26275,-84.466262,3463907.596,169906.841,25,Joseph_Road,Pre-Burn
86,y,11:39:59,31.262655,-84.466626,3463898.176,169871.839,15,Joseph_Road,Pre-Burn
87,y,11:41:04,31.262714,-84.46684,3463905.325,169851.689,40,Joseph_Road,Pre-Burn
88,y,11:42:15,31.262679,-84.467061,3463902.066,169830.518,25,Joseph_Road,Pre-Burn
89,y,11:44:00,31.26272,-84.467256,3463907.198,169812.065,30,Joseph_Road,Pre-Burn
90,y,11:45:35,31.262655,-84.467453,3463900.633,169793.079,25,Joseph_Road,Pre-Burn
91,y,11:47:37,31.262694,-84.467748,3463905.825,169765.092,15,Joseph_Road,Pre-Burn
92,n,11:48:42,31.262651,-84.468021,3463901.846,169738.91,0,Joseph_Road,Pre-Burn
93,n,11:49:20,31.262648,-84.468242,3463902.224,169717.811,0,Joseph_Road,Pre-Burn
94,y,11:50:48,31.262618,-84.468438,3463899.417,169699.016,0,Joseph_Road,Pre-Burn
95,y,12:18:52,31.257731,-84.464198,3463344.632,170086.056,5,Joseph_Road,Pre-Burn
96,y,12:19:51,31.258029,-84.464173,3463377.673,170089.436,5,Joseph_Road,Pre-Burn
97,y,12:21:00,31.258023,-84.464287,3463377.284,170078.552,10,Joseph_Road,Pre-Burn
98,y,12:23:51,31.258045,-84.464451,3463380.234,170063.05,5,Joseph_Road,Pre-Burn
99,y,12:27:43,31.25804,-84.464472,3463379.795,170061.02,5,Joseph_Road,Pre-Burn
100,y,12:29:23,31.258358,-84.464762,3463415.869,170034.455,5,Joseph_Road,Pre-Burn
101,y,12:33:54,31.25836,-84.464553,3463415.524,170054.407,35,Joseph_Road,Pre-Burn
102,y,12:36:51,31.258375,-84.464409,3463416.687,170068.146,10,Joseph_Road,Pre-Burn
103,y,12:37:45,31.258353,-84.464265,3463413.857,170081.813,30,Joseph_Road,Pre-Burn
104,y,12:42:26,31.258369,-84.464155,3463415.277,170092.376,0,Joseph_Road,Pre-Burn
105,y,13:40:54,31.259318,-84.46418,3463520.659,170093.293,0,Joseph_Road,Pre-Burn
106,y,13:41:36,31.259271,-84.464382,3463516.038,170073.852,5,Joseph_Road,Pre-Burn
107,y,13:42:14,31.259278,-84.464601,3463517.501,170053.036,20,Joseph_Road,Pre-Burn
108,y,13:42:53,31.259302,-84.464845,3463520.873,170029.877,20,Joseph_Road,Pre-Burn
109,y,13:43:48,31.259266,-84.46513,3463517.758,170002.525,25,Joseph_Road,Pre-Burn
110,y,13:44:47,31.259259,-84.465463,3463517.929,169970.813,5,Joseph_Road,Pre-Burn
111,y,13:45:57,31.259603,-84.465767,3463556.981,169943.084,5,Joseph_Road,Pre-Burn
112,y,13:46:56,31.259654,-84.465416,3463561.578,169976.68,25,Joseph_Road,Pre-Burn
113,y,13:52:51,31.259614,-84.465155,3463556.449,170001.389,12.5,Joseph_Road,Pre-Burn
114,y,13:53:51,31.259601,-84.464883,3463554.202,170027.278,25,Joseph_Road,Pre-Burn
115,y,13:54:57,31.259615,-84.464646,3463555.001,170049.909,20,Joseph_Road,Pre-Burn
116,y,13:55:48,31.259605,-84.464375,3463553.098,170075.653,20,Joseph_Road,Pre-Burn
117,n,13:56:43,31.259583,-84.464202,3463550.12,170092.08,10,Joseph_Road,Pre-Burn
118,n,13:57:43,31.259982,-84.464175,3463594.336,170096.071,0,Joseph_Road,Pre-Burn
119,y,13:58:54,31.259937,-84.464426,3463590.078,170071.997,10,Joseph_Road,Pre-Burn
120,y,13:59:51,31.259858,-84.46478,3463582.319,170038.023,10,Joseph_Road,Pre-Burn
121,y,14:00:57,31.259931,-84.465163,3463591.554,170001.741,20,Joseph_Road,Pre-Burn
122,y,14:02:19,31.259907,-84.46554,3463590.016,169965.747,15,Joseph_Road,Pre-Burn
123,y,14:13:56,31.25989,-84.465723,3463588.672,169948.191,15,Joseph_Road,Pre-Burn
124,y,14:21:32,31.259891,-84.466007,3463589.7,169921.166,10,Joseph_Road,Pre-Burn
125,y,14:22:58,31.260212,-84.466256,3463625.98,169898.607,5,Joseph_Road,Pre-Burn
126,y,14:29:57,31.260266,-84.465712,3463630.383,169950.578,15,Joseph_Road,Pre-Burn
127,y,14:32:12,31.26025,-84.465379,3463627.629,169982.31,35,Joseph_Road,Pre-Burn
128,y,14:33:12,31.260251,-84.465058,3463626.823,170012.857,5,Joseph_Road,Pre-Burn
129,y,14:34:02,31.260231,-84.464768,3463623.66,170040.469,25,Joseph_Road,Pre-Burn
130,y,14:34:42,31.260246,-84.464571,3463624.723,170059.278,15,Joseph_Road,Pre-Burn
131,y,14:35:36,31.260181,-84.464198,3463616.404,170094.602,5,Joseph_Road,Pre-Burn
132,n,15:05:50,31.261229,-84.464154,3463732.511,170102.402,5,Joseph_Road,Pre-Burn
133,n,15:07:11,31.261224,-84.464361,3463732.587,170082.697,20,Joseph_Road,Pre-Burn
134,y,15:08:20,31.261187,-84.464648,3463729.408,170055.159,10,Joseph_Road,Pre-Burn
135,y,15:09:54,31.261154,-84.464976,3463726.644,170023.815,25,Joseph_Road,Pre-Burn
136,y,15:10:47,31.261154,-84.465298,3463727.69,169993.142,25,Joseph_Road,Pre-Burn
137,y,15:15:50,31.261027,-84.465794,3463715.044,169945.462,25,Joseph_Road,Pre-Burn
138,y,15:17:09,31.261028,-84.466177,3463716.342,169908.916,20,Joseph_Road,Pre-Burn
139,y,15:18:13,31.261096,-84.466568,3463724.989,169871.94,45,Joseph_Road,Pre-Burn
140,y,15:19:32,31.261043,-84.466975,3463720.32,169832.929,35,Joseph_Road,Pre-Burn
141,y,15:20:17,31.260783,-84.466783,3463690.949,169850.344,35,Joseph_Road,Pre-Burn
142,y,15:32:20,31.260801,-84.466352,3463691.681,169891.438,5,Joseph_Road,Pre-Burn
143,y,15:33:22,31.260846,-84.466034,3463695.725,169921.899,15,Joseph_Road,Pre-Burn
144,y,15:46:23,31.260821,-84.46569,3463691.854,169954.661,15,Joseph_Road,Pre-Burn
145,y,15:47:17,31.260853,-84.465383,3463694.569,169983.986,25,Joseph_Road,Pre-Burn
146,y,15:51:33,31.260886,-84.465078,3463697.22,170013.176,25,Joseph_Road,Pre-Burn
147,y,15:52:27,31.260961,-84.464686,3463704.429,170050.745,10,Joseph_Road,Pre-Burn
148,y,15:53:36,31.261008,-84.464166,3463708.125,170100.517,15,Joseph_Road,Pre-Burn
149,y,16:58:55,31.262044,-84.467776,3463833.829,169760.139,5,Joseph_Road,Pre-Burn
150,y,17:00:17,31.26204,-84.46755,3463832.721,169781.667,5,Joseph_Road,Pre-Burn
151,y,17:01:18,31.26208,-84.467202,3463836.091,169814.915,10,Joseph_Road,Pre-Burn
152,y,17:02:15,31.262073,-84.466873,3463834.312,169846.268,10,Joseph_Road,Pre-Burn
153,y,17:03:26,31.262057,-84.46651,3463831.47,169880.788,35,Joseph_Road,Pre-Burn
154,y,17:08:06,31.262103,-84.466285,3463835.864,169902.438,25,Joseph_Road,Pre-Burn
155,y,17:09:01,31.262058,-84.466013,3463830.049,169928.128,25,Joseph_Road,Pre-Burn
156,y,17:10:08,31.262065,-84.465815,3463830.251,169947.084,40,Joseph_Road,Pre-Burn
157,y,17:11:30,31.262072,-84.465507,3463830.154,169976.408,30,Joseph_Road,Pre-Burn
158,y,17:12:39,31.262121,-84.465194,3463834.623,170006.415,35,Joseph_Road,Pre-Burn
159,y,17:13:59,31.26211,-84.464851,3463832.34,170039.073,35,Joseph_Road,Pre-Burn
160,y,17:15:27,31.262117,-84.464564,3463832.32,170066.424,20,Joseph_Road,Pre-Burn
161,y,17:16:26,31.262139,-84.464366,3463834.109,170085.415,10,Joseph_Road,Pre-Burn
162,n,17:18:02,31.26214,-84.464161,3463833.581,170104.876,45,Joseph_Road,Pre-Burn
163,n,17:19:01,31.261805,-84.46415,3463796.467,170104.773,10,Joseph_Road,Pre-Burn
164,n,17:20:03,31.261814,-84.464369,3463798.072,170083.985,15,Joseph_Road,Pre-Burn
165,y,17:21:01,31.261811,-84.464558,3463798.354,170065.899,20,Joseph_Road,Pre-Burn
166,y,17:22:03,31.261801,-84.464864,3463798.103,170036.762,20,Joseph_Road,Pre-Burn
167,y,17:23:04,31.261797,-84.465133,3463798.457,170011.065,15,Joseph_Road,Pre-Burn
168,y,17:38:49,31.26181,-84.465527,3463801.155,169973.595,15,Joseph_Road,Pre-Burn
169,y,17:39:48,31.261768,-84.465879,3463797.524,169939.968,20,Joseph_Road,Pre-Burn
170,y,17:42:46,31.261747,-84.466222,3463796.231,169907.145,25,Joseph_Road,Pre-Burn
171,y,17:43:28,31.261745,-84.466481,3463796.804,169882.496,25,Joseph_Road,Pre-Burn
172,y,17:44:20,31.261733,-84.466729,3463796.202,169858.803,15,Joseph_Road,Pre-Burn
173,y,17:45:33,31.261757,-84.46701,3463799.691,169832.119,10,Joseph_Road,Pre-Burn
174,y,18:00:08,31.261752,-84.467219,3463799.718,169812.23,10,Joseph_Road,Pre-Burn
175,y,18:00:50,31.261697,-84.467483,3463794.441,169786.87,10,Joseph_Road,Pre-Burn
176,y,8:24:46,31.289357,-84.462144,3466846.625,170391.927,15,2yr_rough,Pre-Burn
177,y,8:25:58,31.289308,-84.462365,3466841.774,170370.677,10,2yr_rough,Pre-Burn
178,y,8:26:49,31.289309,-84.462533,3466842.458,170354.67,25,2yr_rough,Pre-Burn
179,y,8:31:34,31.289301,-84.46268,3466841.998,170340.702,45,2yr_rough,Pre-Burn
180,y,8:32:30,31.289305,-84.462909,3466843.172,170318.871,40,2yr_rough,Pre-Burn
181,y,8:34:04,31.289939,-84.463,3466913.717,170312.433,25,2yr_rough,Pre-Burn
182,y,8:34:53,31.289941,-84.462779,3466913.255,170333.432,25,2yr_rough,Pre-Burn
183,y,8:36:01,31.289938,-84.46252,3466912.163,170358.149,55,2yr_rough,Pre-Burn
184,y,8:36:53,31.289976,-84.462298,3466915.699,170379.394,10,2yr_rough,Pre-Burn
185,y,9:08:52,31.289982,-84.462123,3466915.833,170396.136,20,2yr_rough,Pre-Burn
186,y,9:10:11,31.289972,-84.461644,3466913.297,170441.701,15,2yr_rough,Pre-Burn
187,y,9:21:17,31.290619,-84.461109,3466983.485,170494.929,25,2yr_rough,Pre-Burn
188,y,9:22:50,31.290608,-84.461507,3466983.44,170457.007,55,2yr_rough,Pre-Burn
189,y,9:27:39,31.290547,-84.461844,3466977.682,170424.629,40,2yr_rough,Pre-Burn
190,y,9:28:34,31.290587,-84.461996,3466982.611,170410.356,40,2yr_rough,Pre-Burn
191,y,9:52:22,31.290587,-84.462351,3466983.697,170376.457,30,2yr_rough,Pre-Burn
192,y,9:58:05,31.290568,-84.462698,3466982.644,170343.342,10,2yr_rough,Pre-Burn
193,y,9:59:00,31.290571,-84.463026,3466983.876,170312.108,10,2yr_rough,Pre-Burn
194,y,9:59:39,31.290564,-84.463123,3466983.433,170302.879,35,2yr_rough,Pre-Burn
195,y,10:05:28,31.291208,-84.463208,3467055.097,170297.059,50,2yr_rough,Pre-Burn
196,y,10:06:55,31.291227,-84.462834,3467056.145,170332.707,35,2yr_rough,Pre-Burn
197,y,10:08:09,31.29122,-84.462503,3467054.27,170364.254,55,2yr_rough,Pre-Burn
198,y,10:09:24,31.291222,-84.462202,3467053.608,170392.878,15,2yr_rough,Pre-Burn
199,y,10:10:49,31.291243,-84.461669,3467054.337,170443.75,25,2yr_rough,Pre-Burn
200,y,10:13:06,31.29127,-84.461107,3467055.74,170497.406,25,2yr_rough,Pre-Burn
201,y,10:14:44,31.291232,-84.460631,3467050.002,170542.596,20,2yr_rough,Pre-Burn
202,y,10:23:19,31.29191,-84.460186,3467123.889,170587.327,25,2yr_rough,Pre-Burn
203,y,10:24:14,31.291873,-84.460578,3467120.97,170549.91,25,2yr_rough,Pre-Burn
204,y,10:29:06,31.291845,-84.461025,3467119.232,170507.154,25,2yr_rough,Pre-Burn
205,y,10:35:04,31.291854,-84.461552,3467121.787,170457.035,25,2yr_rough,Pre-Burn
206,y,10:36:04,31.291846,-84.461897,3467121.971,170424.174,20,2yr_rough,Pre-Burn
207,y,10:36:55,31.291846,-84.462165,3467122.721,170398.572,45,2yr_rough,Pre-Burn
208,y,11:11:51,31.291899,-84.462389,3467129.346,170377.486,20,2yr_rough,Pre-Burn
209,y,11:14:34,31.291862,-84.462662,3467126.001,170351.291,50,2yr_rough,Pre-Burn
210,y,11:15:39,31.291837,-84.462888,3467123.868,170329.702,40,2yr_rough,Pre-Burn
211,y,11:16:31,31.291826,-84.463143,3467123.481,170305.385,40,2yr_rough,Pre-Burn
212,y,11:17:56,31.291799,-84.463544,3467121.708,170267.112,25,2yr_rough,Pre-Burn
213,n,11:20:01,31.292453,-84.463744,3467194.806,170250.331,0,2yr_rough,Pre-Burn
214,n,11:27:19,31.292456,-84.463393,3467194.143,170283.801,5,2yr_rough,Pre-Burn
215,y,11:41:02,31.292466,-84.46287,3467193.581,170333.634,15,2yr_rough,Pre-Burn
216,y,11:42:00,31.292494,-84.462625,3467195.97,170357.044,40,2yr_rough,Pre-Burn
217,y,11:46:40,31.292479,-84.462315,3467193.43,170386.516,40,2yr_rough,Pre-Burn
218,y,11:48:08,31.292496,-84.462034,3467194.446,170413.326,60,2yr_rough,Pre-Burn
219,y,11:49:40,31.292485,-84.461723,3467192.318,170442.935,10,2yr_rough,Pre-Burn
220,y,11:51:06,31.292509,-84.461438,3467194.137,170470.198,10,2yr_rough,Pre-Burn
221,y,11:52:18,31.292611,-84.461001,3467204.128,170512.171,45,2yr_rough,Pre-Burn
222,y,11:59:18,31.292591,-84.46071,3467201.013,170539.793,45,2yr_rough,Pre-Burn
223,y,12:00:49,31.292562,-84.460307,3467196.559,170578.084,35,2yr_rough,Pre-Burn
224,y,12:02:02,31.29252,-84.459967,3467190.957,170610.316,25,2yr_rough,Pre-Burn
225,y,12:04:10,31.292464,-84.45982,3467184.284,170624.163,5,2yr_rough,Pre-Burn
226,y,12:34:32,31.293827,-84.458923,3467332.775,170714.322,5,2yr_rough,Pre-Burn
227,y,12:35:17,31.29383,-84.459149,3467333.788,170692.798,15,2yr_rough,Pre-Burn
228,y,12:35:54,31.293753,-84.459392,3467326.026,170669.345,15,2yr_rough,Pre-Burn
229,y,12:36:43,31.293828,-84.459716,3467335.303,170638.815,15,2yr_rough,Pre-Burn
230,y,13:01:07,31.293792,-84.459994,3467332.085,170612.156,40,2yr_rough,Pre-Burn
231,y,13:01:44,31.293779,-84.460196,3467331.268,170592.89,40,2yr_rough,Pre-Burn
232,y,13:06:10,31.293097,-84.462977,3467264,170325.577,30,2yr_rough,Pre-Burn
233,y,13:11:28,31.293027,-84.462561,3467254.914,170365.004,30,2yr_rough,Pre-Burn
234,y,13:16:05,31.293076,-84.462245,3467259.379,170395.31,5,2yr_rough,Pre-Burn
235,y,13:17:35,31.293056,-84.461918,3467256.26,170426.379,15,2yr_rough,Pre-Burn
236,y,13:18:27,31.293141,-84.461663,3467264.872,170450.955,30,2yr_rough,Pre-Burn
237,y,13:19:36,31.29317,-84.461226,3467266.754,170492.708,30,2yr_rough,Pre-Burn
